(x,y)
128,188
127,187
127,185
126,184
126,182
125,181
125,178
123,176
123,173
122,172
122,170
121,169
121,167
120,166
120,163
119,162
119,159
118,158
118,157
117,156
117,153
237,143
236,144
232,144
231,145
202,145
201,146
201,149
202,150
201,151
201,154
202,155
201,156
201,166
202,167
216,167
217,166
223,166
224,167
225,167
226,166
235,166
236,167
258,167
259,166
259,157
258,156
258,155
259,154
259,151
258,150
258,146
257,145
248,145
247,144
248,145
256,145
258,147
258,150
259,151
259,154
258,155
258,156
259,157
259,165
257,167
236,167
235,166
226,166
225,167
224,167
223,166
217,166
216,167
203,167
201,165
201,156
202,155
201,154
201,151
202,150
201,149
201,147
203,145
231,145
232,144
245,144
243,144
242,143
241,144
238,144
116,142
115,143
115,148
117,150
117,149
115,147
115,144
117,142
141,142
142,143
143,143
145,145
145,149
146,150
146,222
145,223
146,224
146,242
147,243
147,246
149,246
150,247
210,247
211,246
213,246
213,245
214,244
213,244
213,245
212,246
211,246
210,247
150,247
149,246
148,246
147,245
147,243
146,242
146,224
145,223
146,222
146,150
145,149
145,145
144,144
144,143
142,143
141,142
178,137
176,139
176,140
175,141
175,142
174,143
174,147
175,148
175,149
176,148
178,150
178,149
182,145
194,145
196,147
196,152
195,153
195,156
196,157
196,161
195,162
195,163
196,164
196,178
195,179
195,181
196,182
196,194
195,195
196,196
196,209
195,210
195,212
196,213
196,218
195,219
195,220
196,221
196,222
194,224
169,224
166,221
166,220
165,219
165,218
163,220
162,219
162,217
162,219
161,220
161,226
162,227
162,228
163,229
164,229
165,230
212,230
213,231
214,230
231,230
232,229
235,229
235,225
234,225
233,224
203,224
201,222
201,204
202,203
202,199
201,198
201,177
202,176
202,174
203,173
203,172
202,173
202,174
201,175
202,176
201,177
201,198
202,199
202,203
201,204
201,223
202,224
233,224
235,226
235,228
234,229
232,229
231,230
214,230
213,231
212,230
165,230
161,226
161,220
162,219
163,220
164,219
166,221
166,222
168,224
195,224
196,223
196,221
195,220
195,219
196,218
196,213
195,212
195,210
196,209
196,196
195,195
196,194
196,182
195,181
195,179
196,178
196,164
195,163
195,162
196,161
196,157
195,156
195,153
196,152
196,146
195,145
181,145
179,147
179,148
178,149
177,149
176,148
175,148
174,147
174,143
175,142
175,141
177,139
178,139
179,140
181,140
182,139
195,139
196,140
201,140
202,139
230,139
231,140
233,140
231,140
230,139
202,139
201,140
196,140
195,139
181,139
180,140
179,140
178,139
108,118
107,119
93,119
92,120
92,132
93,133
93,136
94,137
94,140
95,141
95,143
96,144
96,145
97,146
97,149
98,150
98,152
99,153
99,154
100,155
100,156
101,157
101,158
102,159
102,161
103,162
103,164
104,165
104,167
105,168
105,170
106,171
106,174
107,175
107,177
108,178
108,180
109,181
109,183
110,184
110,186
111,187
111,189
112,190
112,194
113,195
113,198
114,199
114,201
115,202
115,204
116,205
116,211
115,212
115,213
115,212
116,211
116,205
115,204
115,202
114,201
114,199
113,198
113,193
112,192
112,190
111,189
111,187
110,186
110,184
109,183
109,181
108,180
108,178
107,177
107,175
106,174
106,171
105,170
105,168
104,167
104,165
103,164
103,162
102,161
102,159
101,158
101,157
100,156
100,155
99,154
99,153
98,152
98,149
97,148
97,146
96,145
96,144
95,143
95,140
94,139
94,137
93,136
93,133
92,132
92,121
94,119
107,119
108,118
118,118
119,119
129,119
130,118
132,118
133,119
139,119
140,118
141,118
142,119
151,119
152,118
153,119
155,119
156,118
159,118
156,118
155,119
153,119
152,118
151,119
142,119
141,118
140,118
139,119
133,119
132,118
130,118
129,119
119,119
118,118
231,109
231,111
230,112
231,113
231,115
232,116
246,116
247,115
248,116
250,116
251,117
254,117
255,116
270,116
259,116
258,115
257,116
255,116
254,117
251,117
249,115
248,116
247,115
246,116
233,116
231,114
231,113
230,112
231,111
231,110
232,109
246,109
247,110
248,110
249,111
250,111
249,110
247,110
246,109
274,108
273,109
260,109
259,110
258,110
257,111
256,111
255,110
255,111
258,111
260,109
273,109
274,110
274,111
275,112
275,113
272,116
273,116
274,115
274,114
275,113
275,112
274,111
274,110
273,109
323,107
323,108
322,109
312,109
311,110
309,110
308,109
305,109
306,109
307,110
306,111
307,110
311,110
312,109
322,109
323,110
323,111
324,112
324,113
321,116
310,116
309,115
307,115
305,117
303,117
302,116
300,116
299,115
298,116
283,116
280,113
280,112
281,111
281,110
282,109
296,109
297,110
299,110
300,111
299,110
300,109
302,109
300,109
299,110
297,110
296,109
285,109
284,108
283,109
281,109
281,111
280,112
280,113
281,114
281,115
282,116
302,116
303,117
305,117
306,116
322,116
323,115
323,114
324,113
324,112
323,111
212,104
212,105
213,106
213,114
212,115
212,116
209,119
203,119
202,120
198,120
197,119
196,120
191,120
190,119
189,120
184,120
183,119
181,119
180,120
177,120
181,120
182,119
183,119
184,120
189,120
190,119
191,120
196,120
197,119
198,120
202,120
203,119
210,119
212,117
212,115
213,114
213,105
161,103
161,114
160,115
160,116
161,117
161,118
162,118
164,120
167,120
168,121
174,121
175,122
175,123
176,124
176,126
176,122
175,122
174,121
168,121
167,120
165,120
163,118
162,118
160,116
161,115
74,102
74,103
75,104
75,106
76,107
76,109
77,110
77,112
78,113
78,115
79,116
79,118
80,119
80,121
81,122
81,124
82,125
82,126
83,127
83,129
84,130
84,131
85,132
85,134
86,135
86,137
87,138
87,141
88,142
88,144
89,145
89,146
90,147
90,150
91,151
91,153
92,154
92,156
93,157
93,158
96,161
96,162
97,163
97,164
98,165
98,167
99,168
99,170
100,171
100,173
101,174
101,177
102,178
102,180
103,181
103,183
104,184
104,186
105,187
105,189
106,190
106,193
107,194
107,202
108,203
108,205
109,206
109,208
110,209
110,212
111,213
111,212
110,211
110,209
109,208
110,207
109,206
109,205
108,204
108,203
107,202
107,194
106,193
106,190
105,189
105,187
104,186
104,184
103,183
103,181
102,180
102,178
101,177
101,174
100,173
100,171
99,170
99,168
98,167
98,165
97,164
97,162
96,161
96,160
93,157
93,156
92,155
92,154
91,153
91,151
90,150
90,147
89,146
89,145
88,144
88,142
87,141
87,138
86,137
86,135
85,134
85,132
84,131
84,130
83,129
83,127
82,126
82,125
81,124
81,122
80,121
80,119
79,118
79,116
78,115
78,113
77,112
77,110
76,109
76,107
75,106
75,104
74,103
75,102
342,101
343,101
344,102
396,102
397,103
397,104
398,105
398,108
397,109
397,110
398,111
398,112
396,114
395,114
394,113
364,113
363,114
362,113
351,113
350,114
347,114
347,115
346,116
347,117
346,118
347,118
348,119
366,119
367,118
390,118
391,119
392,118
393,118
394,119
397,119
398,120
400,120
401,119
405,119
406,120
416,120
417,119
420,119
421,120
421,121
422,120
423,121
423,162
424,163
423,164
423,171
424,172
424,175
425,176
424,177
424,179
423,180
423,209
422,210
422,212
421,213
421,214
421,213
422,212
422,210
423,209
423,181
424,180
424,177
425,176
424,175
424,172
423,171
423,164
424,163
423,162
423,121
422,120
422,119
423,118
423,115
424,114
424,109
424,114
423,115
423,117
422,118
422,119
421,120
420,119
419,119
418,118
416,120
406,120
405,119
401,119
400,120
398,120
397,119
394,119
393,118
394,117
393,118
392,118
391,119
390,118
367,118
366,119
349,119
346,116
348,114
350,114
351,113
362,113
363,114
364,113
394,113
395,114
395,115
396,114
397,114
398,113
400,113
399,113
398,112
398,111
397,110
397,109
398,108
398,104
397,103
397,102
344,102
343,101
326,96
325,97
325,99
324,100
324,103
322,105
321,105
320,104
311,104
310,103
308,103
306,101
306,100
305,99
306,100
306,101
307,102
307,103
310,103
311,104
320,104
321,105
323,105
323,104
324,103
324,100
325,99
325,98
326,97
329,97
331,99
332,99
333,100
332,99
333,98
341,98
342,97
344,97
345,96
398,96
399,97
400,97
403,100
403,113
404,114
417,114
417,113
418,112
418,109
419,108
419,107
421,105
422,105
423,106
423,107
424,107
423,106
423,105
421,105
420,106
419,106
419,108
418,109
418,112
416,114
405,114
403,112
403,99
401,97
399,97
398,96
345,96
344,97
341,97
340,98
333,98
332,99
331,99
329,97
329,96
328,97
327,97
165,91
166,92
205,92
206,93
207,93
209,95
209,96
210,96
208,94
209,93
206,93
205,92
166,92
163,86
162,87
161,87
162,88
161,89
161,90
163,92
163,91
162,91
161,90
161,89
164,86
208,86
209,87
211,87
212,88
214,88
215,87
220,87
221,88
223,88
224,87
224,86
222,88
221,88
220,87
209,87
208,86
303,81
301,83
298,83
297,84
288,84
287,83
286,84
285,83
284,83
284,84
283,85
283,86
284,87
284,103
285,104
286,104
287,103
288,104
295,104
296,103
299,103
300,104
301,104
302,103
303,104
304,103
305,103
304,103
303,104
302,103
301,104
300,103
296,103
295,104
288,104
287,103
286,104
285,104
284,103
284,87
283,86
284,85
284,84
285,83
286,84
287,83
288,84
297,84
298,83
302,83
304,81
305,81
61,55
61,57
62,58
61,59
61,63
62,64
62,66
63,67
63,68
64,69
64,71
65,72
65,74
66,75
66,77
67,78
67,81
68,82
68,84
69,85
69,87
70,88
70,89
73,92
73,94
74,95
74,96
76,98
75,97
75,96
73,94
73,92
70,89
70,88
69,87
69,85
68,84
68,82
67,81
67,78
66,77
66,75
65,74
65,72
64,71
64,69
63,68
63,67
62,66
62,64
61,63
61,59
62,58
61,57
125,51
125,58
124,59
124,60
123,61
123,65
117,71
116,71
115,72
115,73
113,75
113,89
114,90
114,96
115,97
115,98
159,98
160,99
162,99
163,100
164,100
166,102
166,109
167,110
167,111
166,112
168,114
173,114
174,115
180,115
181,114
185,114
186,113
187,114
195,114
196,113
201,113
202,114
203,113
204,113
203,113
202,114
201,113
196,113
195,114
187,114
186,113
185,114
181,114
180,115
174,115
173,114
169,114
167,112
167,110
166,109
166,101
164,99
163,100
162,99
160,99
159,98
116,98
114,96
114,90
113,89
113,76
114,75
114,74
117,71
118,71
123,66
123,61
124,60
124,59
125,58
130,48
129,49
130,48
157,48
125,48
124,49
122,49
124,49
125,48
127,48
221,39
220,40
168,40
167,41
167,54
166,55
166,57
165,58
164,58
165,59
165,61
165,59
166,58
166,55
167,54
167,42
169,40
220,40
221,39
222,40
224,40
226,42
226,43
225,44
225,52
226,53
226,54
225,55
225,69
224,70
225,71
225,84
225,55
226,54
226,53
225,52
225,44
226,43
226,41
225,40
222,40
307,36
308,37
307,38
308,38
309,39
312,39
313,40
322,40
324,42
324,43
324,42
323,41
324,40
327,40
328,41
328,43
329,44
329,75
328,76
329,77
329,78
333,78
334,77
335,78
337,78
338,79
338,82
337,83
335,83
334,84
330,84
329,83
328,83
327,84
326,83
322,83
321,84
320,84
319,83
315,83
314,82
314,81
313,82
312,82
311,81
312,82
313,82
314,83
319,83
320,84
321,84
322,83
326,83
327,84
328,83
329,83
330,84
334,84
335,83
338,83
339,82
338,81
338,79
337,78
335,78
334,77
333,78
330,78
329,77
329,44
328,43
328,42
330,40
332,40
333,39
355,39
356,40
357,39
358,40
362,40
363,41
363,42
363,41
362,40
358,40
357,39
356,40
355,39
333,39
332,40
329,40
328,41
327,40
313,40
312,39
310,39
256,34
255,35
255,36
254,37
253,36
252,37
253,38
254,38
255,39
257,39
258,40
276,40
279,43
278,44
278,77
279,78
278,79
278,103
277,104
276,104
275,105
274,105
273,104
270,104
269,103
266,103
264,101
264,100
262,100
263,100
265,102
265,103
269,103
270,104
273,104
274,105
274,106
275,106
279,102
278,101
278,79
279,78
278,77
278,44
279,43
279,42
281,40
279,42
277,40
258,40
257,39
256,39
254,37
257,34
280,34
281,35
282,35
284,37
284,39
283,40
283,42
284,43
284,77
285,78
296,78
297,77
298,78
300,78
301,79
301,80
302,79
303,79
302,79
301,78
298,78
297,77
296,78
286,78
284,76
284,43
283,42
283,41
285,39
284,38
284,37
283,36
283,35
281,35
280,34
171,33
170,34
164,34
163,35
162,35
162,38
161,39
161,44
160,45
160,46
159,47
159,48
160,49
160,51
161,52
161,57
162,58
162,60
162,58
161,57
161,52
160,51
160,48
159,47
160,46
160,45
161,44
161,39
162,38
162,36
164,34
170,34
171,33
175,33
176,34
182,34
183,33
192,33
193,34
195,34
196,33
201,33
202,34
207,34
208,33
216,33
217,34
218,34
219,33
225,33
226,34
229,34
230,35
230,36
231,37
231,38
230,39
230,42
231,43
231,85
230,86
230,90
229,91
229,92
228,93
228,95
229,96
229,102
228,103
227,102
228,103
247,103
248,104
254,104
255,103
257,103
258,102
259,103
263,103
259,103
258,102
258,101
259,100
260,100
258,100
258,101
256,103
255,103
254,104
248,104
247,103
230,103
229,102
229,95
228,94
229,93
229,92
230,91
230,86
231,85
231,43
230,42
230,40
231,39
231,37
230,36
230,35
229,34
226,34
225,33
219,33
218,34
217,34
216,33
208,33
207,34
202,34
201,33
196,33
195,34
193,34
192,33
183,33
182,34
176,34
175,33
434,23
432,25
432,28
431,29
432,30
432,32
431,33
429,33
428,34
352,34
351,33
332,33
331,34
321,34
320,33
314,33
313,34
309,34
309,35
310,34
313,34
314,33
320,33
321,34
331,34
332,33
351,33
352,34
428,34
429,33
433,33
434,34
447,34
448,35
449,35
451,37
451,39
452,40
452,49
451,50
451,51
450,52
449,52
448,53
447,52
447,51
446,50
446,44
445,43
446,42
444,40
365,40
367,40
368,41
367,42
367,43
368,44
368,79
367,80
367,81
365,83
363,83
362,84
358,84
357,83
355,83
353,81
353,80
355,78
362,78
362,77
363,76
362,75
363,74
363,44
363,74
362,75
362,77
361,78
354,78
353,79
353,82
354,83
357,83
358,84
362,84
363,83
366,83
367,82
367,80
368,79
368,44
367,43
368,42
368,41
369,40
443,40
445,42
445,43
446,44
446,51
447,52
447,53
448,53
449,52
450,53
450,55
450,53
451,52
451,50
452,49
452,40
451,39
451,36
450,35
448,35
447,34
438,34
437,33
436,33
435,34
434,34
432,32
432,30
431,29
432,28
432,26
434,24
435,24
436,23
450,23
451,24
453,24
454,25
455,25
456,26
457,26
463,32
463,33
464,34
464,35
465,36
465,37
466,38
466,42
467,43
467,51
468,52
468,59
469,60
469,68
470,69
470,77
471,78
471,85
472,86
472,94
473,95
473,103
474,104
474,112
475,113
475,120
476,121
476,129
477,130
477,138
478,139
478,147
479,148
479,156
480,157
480,165
481,166
481,174
482,175
482,182
483,183
483,191
484,192
484,199
485,200
485,217
484,218
484,219
483,220
483,221
481,223
481,224
478,227
477,227
475,229
474,229
473,230
472,230
471,231
465,231
464,232
461,232
460,233
460,234
459,235
459,236
456,239
413,239
411,237
411,236
410,235
410,234
410,236
411,237
411,238
412,239
457,239
459,237
459,235
460,234
460,233
461,232
464,232
465,231
471,231
472,230
474,230
475,229
476,229
479,226
480,226
480,225
483,222
483,221
484,220
484,218
485,217
485,200
484,199
484,192
483,191
483,183
482,182
482,175
481,174
481,166
480,165
480,157
479,156
479,148
478,147
478,139
477,138
477,130
476,129
476,121
475,120
475,113
474,112
474,104
473,103
473,95
472,94
472,86
471,85
471,78
470,77
470,69
469,68
469,60
468,59
468,52
467,51
467,43
466,42
466,38
465,37
465,35
464,34
464,33
463,32
463,31
459,27
458,27
456,25
454,25
453,24
451,24
450,23
436,23
435,24
78,8
77,9
67,9
66,10
57,10
56,11
55,11
54,12
54,16
53,17
54,18
54,19
53,20
54,21
55,21
59,25
59,24
60,23
59,24
57,22
56,22
54,20
54,18
53,17
54,16
54,13
57,10
66,10
67,9
77,9
78,8
79,8
80,9
98,9
99,8
101,8
102,9
117,9
118,8
121,8
122,9
346,9
348,11
348,29
348,11
347,10
347,9
122,9
121,8
118,8
117,9
102,9
101,8
99,8
98,9
80,9
79,8
