(x,y)
40,269
40,267
41,266
40,265
39,265
38,264
34,264
31,261
31,177
30,176
30,174
29,173
29,174
30,175
30,176
31,177
31,261
32,262
32,263
33,264
37,264
38,265
39,265
40,266
40,270
38,272
28,272
27,271
25,271
23,269
23,267
22,266
22,179
23,178
23,176
24,175
24,174
25,173
27,173
309,170
309,172
310,173
309,174
309,175
307,177
304,177
303,178
300,178
299,179
298,179
299,180
298,181
299,182
298,183
299,184
300,184
301,185
318,185
319,186
321,186
322,185
323,185
324,186
325,186
326,185
329,185
329,184
330,183
330,182
331,181
331,178
332,177
331,178
331,181
330,182
330,183
328,185
326,185
325,186
324,186
323,185
322,185
321,186
319,186
318,185
302,185
301,184
300,184
299,183
299,182
298,181
299,180
299,179
300,178
303,178
304,177
308,177
309,176
309,175
310,174
310,173
309,172
317,168
317,170
316,171
317,170
317,169
318,168
323,168
327,172
326,171
326,170
324,168
121,160
121,161
120,162
119,162
118,163
117,163
117,165
116,166
116,174
117,175
117,185
116,186
116,259
117,260
117,262
113,266
113,268
114,269
113,270
114,271
116,271
117,272
132,272
133,271
134,271
135,270
134,269
135,268
134,267
135,266
134,265
132,265
131,264
124,264
123,263
123,262
122,261
122,259
122,263
121,264
119,264
121,264
122,263
123,264
130,264
131,265
133,265
134,266
134,267
135,268
134,269
134,270
133,271
132,271
131,272
117,272
116,271
115,271
114,270
114,269
113,268
113,267
117,263
117,260
116,259
116,186
117,185
117,175
116,174
116,166
117,165
117,164
119,162
121,162
122,163
122,165
123,166
123,171
124,172
123,173
123,174
126,177
128,175
129,176
143,176
144,177
146,177
147,178
147,180
148,181
147,182
145,182
144,183
125,183
123,185
123,186
124,187
124,188
123,189
123,190
124,191
123,192
123,203
124,204
124,219
123,220
123,247
124,248
124,258
124,248
123,247
123,220
124,219
124,204
123,203
123,192
124,191
123,190
123,189
124,188
124,187
123,186
124,185
124,184
125,183
144,183
145,182
147,182
148,181
149,181
148,181
147,180
147,177
144,177
143,176
129,176
128,175
127,176
125,176
124,175
124,174
123,173
124,172
123,171
123,166
122,165
122,162
121,161
473,145
472,146
468,146
467,147
467,153
466,154
466,159
467,160
466,161
466,183
467,184
466,185
466,187
467,188
467,191
466,192
467,193
467,203
468,204
468,205
469,206
470,205
471,205
472,204
473,205
474,204
474,202
475,201
475,150
474,149
474,146
33,134
31,136
31,137
30,138
30,140
29,141
29,143
29,142
30,141
30,139
31,138
31,137
34,134
36,134
77,132
78,133
77,134
79,134
80,135
88,135
89,134
97,134
98,135
110,135
111,136
112,135
113,136
119,136
120,137
121,136
124,136
125,135
130,135
130,134
129,135
125,135
124,136
121,136
120,137
119,136
113,136
112,135
111,136
110,135
98,135
97,134
89,134
88,135
81,135
80,134
79,134
96,126
96,127
97,128
113,128
114,129
119,129
120,128
121,129
122,129
123,128
128,128
129,129
132,129
133,130
133,131
134,132
134,133
133,134
132,134
134,134
134,132
133,131
134,130
133,129
129,129
128,128
123,128
122,129
121,129
120,128
119,129
114,129
113,128
98,128
391,99
390,100
386,100
385,101
385,157
384,158
384,164
383,165
384,166
384,180
383,181
383,182
382,183
381,183
380,184
379,183
378,183
377,182
377,181
376,180
376,176
375,175
375,173
373,171
333,171
332,172
332,174
331,175
332,175
332,172
333,171
372,171
373,172
374,172
375,173
375,175
376,176
376,181
377,182
377,183
378,184
379,183
380,184
381,183
382,184
383,183
383,182
384,181
384,166
383,165
384,164
384,158
385,157
385,102
387,100
390,100
391,99
438,99
439,100
442,100
443,99
460,99
461,100
460,99
443,99
442,100
439,100
438,99
329,85
329,86
326,89
324,89
323,90
278,90
277,91
275,91
274,92
275,93
274,94
275,95
274,96
275,97
276,97
277,98
306,98
307,99
312,99
313,100
314,100
315,99
319,99
320,98
337,98
338,99
374,99
375,100
376,100
377,101
377,122
378,123
378,124
377,125
377,128
378,129
378,135
377,136
377,142
378,143
378,148
377,149
377,150
378,151
377,152
377,158
376,159
375,159
374,160
320,160
317,157
317,156
316,155
317,154
317,142
316,141
317,140
317,134
316,133
316,130
315,129
314,129
313,128
312,129
311,129
311,130
310,131
310,136
309,137
309,155
310,156
310,157
311,158
311,170
311,158
310,157
310,156
309,155
309,137
310,136
310,132
311,131
311,130
313,128
316,131
316,133
317,134
317,140
316,141
317,142
317,154
316,155
316,156
317,157
317,159
319,159
320,160
374,160
375,159
377,159
377,152
378,151
377,150
377,149
378,148
378,143
377,142
377,136
378,135
378,129
377,128
377,125
378,124
378,123
377,122
377,102
378,101
377,100
376,100
375,99
338,99
337,98
320,98
319,99
315,99
314,100
313,100
312,99
307,99
306,98
278,98
277,97
276,97
275,96
275,95
274,94
275,93
275,92
276,91
277,91
278,90
323,90
324,89
327,89
328,88
328,87
329,86
334,84
334,85
333,86
332,85
331,85
332,85
333,86
334,86
336,88
336,89
337,90
337,91
338,91
339,92
340,92
341,91
342,91
343,92
377,92
378,93
385,93
386,92
412,92
413,91
422,91
423,92
447,92
448,91
456,91
457,92
460,92
461,91
460,92
457,92
456,91
448,91
447,92
423,92
422,91
413,91
412,92
386,92
385,93
378,93
377,92
343,92
342,91
341,91
340,92
339,91
338,91
336,89
336,88
335,87
335,86
334,85
304,48
306,50
307,50
309,52
309,53
310,54
310,55
311,56
311,57
311,55
312,54
313,54
312,54
311,55
310,54
310,53
309,52
309,51
308,51
305,48
320,40
321,41
321,46
317,50
317,51
316,52
316,55
315,56
315,57
315,56
316,55
316,53
317,52
317,51
319,49
319,48
321,46
321,45
322,44
321,43
321,41
159,40
159,116
158,117
158,120
159,121
159,130
160,131
160,133
161,134
162,133
163,134
164,133
165,134
166,133
166,131
167,130
167,105
166,104
167,103
167,96
166,95
166,87
167,86
167,85
166,84
166,70
167,69
167,61
166,60
166,41
167,40
166,41
166,60
167,61
167,69
166,70
166,84
167,85
167,86
166,87
166,95
167,96
167,103
166,104
167,105
167,130
166,131
166,132
165,133
164,133
163,134
162,133
161,133
160,132
160,131
159,130
159,121
158,120
158,117
159,116
306,38
306,39
305,40
305,41
304,42
304,44
303,45
304,44
304,42
305,41
305,40
306,39
33,36
31,38
31,43
30,44
30,55
31,56
31,57
30,58
30,61
31,62
31,63
30,64
31,65
31,67
30,68
31,69
31,73
30,74
30,90
31,91
31,92
30,93
31,94
31,125
32,126
32,131
31,132
31,133
31,132
32,131
32,130
33,129
36,129
37,128
47,128
48,129
50,129
51,130
51,133
49,135
44,135
43,136
40,136
39,135
38,135
37,136
38,135
39,135
40,136
43,136
44,135
49,135
50,134
51,134
51,131
52,130
51,129
48,129
47,128
37,128
36,129
34,129
33,128
33,127
31,125
31,94
30,93
31,92
31,91
30,90
30,74
31,73
31,69
30,68
31,67
31,65
30,64
31,63
31,62
30,61
30,58
31,57
31,56
30,55
30,44
31,43
31,39
33,37
93,35
95,37
95,40
96,41
96,124
96,41
95,40
95,38
96,37
97,37
97,36
98,35
123,35
98,35
97,36
94,36
326,34
325,35
324,35
325,35
55,33
54,34
51,34
50,35
35,35
50,35
51,34
55,34
56,33
57,33
311,30
311,31
307,35
306,35
305,36
306,36
307,35
308,35
311,32
311,31
312,30
56,30
56,31
316,29
316,31
315,32
314,31
313,32
314,31
315,32
316,31
317,32
317,33
321,37
321,38
321,36
320,35
321,34
322,34
323,33
322,34
321,34
320,35
317,32
317,31
316,30
159,27
157,29
158,30
157,31
158,32
158,34
160,36
160,38
160,36
159,35
159,34
158,33
158,32
157,31
158,30
158,29
160,27
166,27
168,29
168,30
169,31
168,32
168,33
167,34
167,35
165,37
165,38
167,36
167,35
169,33
168,32
169,31
168,30
169,29
167,27
337,26
336,27
331,27
328,30
328,31
327,32
328,33
328,52
329,53
329,54
331,54
332,55
333,54
334,55
334,56
334,55
336,53
336,40
337,39
337,38
340,35
412,35
415,38
415,39
414,40
415,41
415,63
417,65
419,65
420,66
421,65
421,64
422,63
422,42
423,41
423,40
422,39
422,38
425,35
463,35
466,38
466,41
467,42
467,84
466,85
466,90
464,92
463,92
464,92
465,91
466,91
466,85
467,84
467,42
466,41
466,37
464,35
424,35
422,37
422,39
423,40
423,41
422,42
422,62
421,63
421,64
420,65
417,65
416,64
416,63
415,62
415,41
414,40
415,39
415,37
413,35
339,35
337,37
337,39
336,40
336,52
334,54
333,54
332,55
331,54
330,54
329,53
329,52
328,51
328,31
332,27
336,27
337,26
415,26
416,27
417,27
418,26
466,26
467,27
471,27
474,30
474,33
475,34
475,111
474,112
474,114
473,115
472,115
471,116
470,115
469,115
468,114
468,113
467,112
467,104
466,103
466,100
465,100
464,99
463,99
464,99
466,101
466,103
467,104
467,113
468,114
468,115
469,116
470,115
471,116
472,115
473,116
474,115
474,112
475,111
475,34
474,33
474,29
472,27
467,27
466,26
418,26
417,27
416,27
415,26
206,26
205,27
201,27
199,29
200,30
199,31
200,32
199,33
200,34
201,34
202,35
227,35
228,36
229,36
231,38
231,40
232,41
232,122
231,123
231,126
229,128
196,128
195,129
194,129
193,130
192,130
193,131
192,132
192,134
193,134
194,135
202,135
203,136
204,136
205,135
228,135
229,134
235,134
236,133
237,134
238,133
238,132
239,131
239,105
240,104
240,101
241,100
241,99
242,98
243,98
245,96
244,96
243,95
244,94
244,93
243,92
244,91
242,89
242,88
241,87
241,86
240,85
240,32
239,31
239,29
237,27
229,27
228,26
96,26
95,27
89,27
88,28
87,28
87,34
90,37
90,39
89,40
89,52
88,53
89,54
89,59
88,60
88,62
89,63
89,67
88,68
88,74
89,75
89,85
88,86
88,87
89,88
89,91
88,92
88,95
89,96
89,101
88,102
88,108
89,109
89,120
88,121
88,126
86,128
87,128
89,126
88,125
88,121
89,120
89,109
88,108
88,102
89,101
89,96
88,95
88,92
89,91
89,88
88,87
88,86
89,85
89,75
88,74
88,68
89,67
89,63
88,62
88,60
89,59
89,54
88,53
89,52
89,40
90,39
90,36
87,33
87,29
88,28
89,28
90,27
95,27
96,26
119,26
120,27
125,27
127,29
127,33
126,34
125,34
125,35
127,33
127,30
128,29
126,27
120,27
119,26
36,26
35,27
25,27
23,29
23,32
22,33
22,137
23,138
23,142
24,143
25,142
27,142
24,142
23,141
23,138
22,137
22,33
23,32
23,30
26,27
35,27
36,26
50,26
51,27
54,27
55,28
56,28
55,27
51,27
50,26
